onset	duration	nwb_table
1502906757.208	1296.3141000270844	epochs
1502908727.973	3625.8904666900635	epochs
1502912441.2910001	2516.223533153534	epochs
1502915171.789	3812.493333339691	epochs
1502919085.284	1390.5800333023071	epochs
1502920622.968	2796.5845668315887	epochs
1502923503.536	772.3146331310272	epochs
