onset	duration	nwb_table
1541356111.74	1956.8089666366577	epochs
1541358837.535	5781.119299888611	epochs
1541365107.6430001	1990.0297334194183	epochs
1541373708.473	5537.602066516876	epochs
1541379416.763	1895.9214334487915	epochs
